file,line,name,kind,file_kind,status,suggested_phases
.github/scripts/schedule-liveness.mjs,82,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,92,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,100,scheduledWorkflows,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,105,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,107,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,116,lastScheduledRun,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,130,api,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,192,healDecision,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,238,dispatchDecision,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,271,lastAnyRun,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,274,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,276,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,281,dispatchStarved,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,327,selfHeal,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,336,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,337,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,348,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,355,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,356,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,378,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,447,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,453,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,471,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,476,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,494,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,506,isBusy,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,512,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,523,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,532,countAttempts,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,537,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,546,main,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
.github/scripts/schedule-liveness.mjs,571,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/audio/build-throwable-cues.mjs,61,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/audio/build-throwable-cues.mjs,68,fail,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/audio/build-throwable-cues.mjs,73,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/audio/build-throwable-cues.mjs,96,hasFfmpeg,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/audio/build-throwable-cues.mjs,111,peakDbOf,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/audio/build-throwable-cues.mjs,134,fetchKenney,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/audio/build-throwable-cues.mjs,156,fetchOpenGameArt,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/audio/build-throwable-cues.mjs,188,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/audio/build-throwable-cues.mjs,189,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/audio/build-throwable-cues.mjs,209,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/audio/build-throwable-cues.mjs,385,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/audio/build-throwable-cues.mjs,388,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/audio/build-throwable-cues.mjs,403,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/check-club-entry-budgets.mjs,27,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,10;12
scripts/ci/anchor-ledger-days.mjs,44,rest,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/anchor-ledger-days.mjs,92,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/anchor-ledger-days.mjs,106,money,ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/apply-main-ruleset.mjs,56,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/apply-main-ruleset.mjs,69,api,ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/apply-main-ruleset.mjs,89,rules,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/apply-main-ruleset.mjs,113,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/apply-main-ruleset.mjs,127,explain,ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/apply-main-ruleset.mjs,141,run,ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/apply-main-ruleset.mjs,157,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/apply-main-ruleset.mjs,170,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/assert-e2e-actually-ran.mjs,70,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/assert-e2e-actually-ran.mjs,77,collect,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/assert-e2e-actually-ran.mjs,82,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/assert-e2e-actually-ran.mjs,97,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/assert-e2e-actually-ran.mjs,141,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/assert-e2e-actually-ran.mjs,142,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/assert-e2e-actually-ran.mjs,143,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/assert-e2e-actually-ran.mjs,146,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/audit-live-definer-exposure.mjs,102,summary,ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/audit-live-definer-exposure.mjs,163,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/audit-live-definer-exposure.mjs,164,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/audit-live-definer-exposure.mjs,165,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/audit-live-definer-exposure.mjs,166,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/audit-live-definer-exposure.mjs,166,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/audit-live-definer-exposure.mjs,301,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/audit-live-definer-exposure.mjs,301,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/audit-second-writer.mjs,60,walkRoutes,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,2;12
scripts/ci/audit-second-writer.mjs,63,walk,FunctionExpression,runtime-or-tooling-source,Requires Individual Verification,2;12
scripts/ci/audit-second-writer.mjs,85,objectBody,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,2;12
scripts/ci/audit-second-writer.mjs,106,topLevelKeys,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,2;12
scripts/ci/audit-second-writer.mjs,135,scanRoute,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,2;12
scripts/ci/audit-second-writer.mjs,138,lineOf,ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,2;12
scripts/ci/audit-second-writer.mjs,177,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,2;12
scripts/ci/audit-second-writer.mjs,179,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,2;12
scripts/ci/audit-second-writer.mjs,184,main,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,2;12
scripts/ci/audit-second-writer.mjs,195,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,2;12
scripts/ci/audit-second-writer.mjs,211,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,2;12
scripts/ci/audit-second-writer.mjs,212,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,2;12
scripts/ci/audit-second-writer.mjs,212,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,2;12
scripts/ci/audit-second-writer.mjs,241,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,2;12
scripts/ci/audit-second-writer.mjs,242,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,2;12
scripts/ci/audit-second-writer.mjs,250,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,2;12
scripts/ci/backfill-unrecorded-migrations.mjs,29,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/backfill-unrecorded-migrations.mjs,53,fetchApplied,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/bundle-size.mjs,61,initialLoadFiles,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/bundle-size.mjs,74,sizeOf,ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/bundle-size.mjs,78,kb,ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/bundle-size.mjs,80,main,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/bundle-size.mjs,87,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/bundle-size.mjs,88,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/bundle-size.mjs,108,sum,ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/bundle-size.mjs,110,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/bundle-size.mjs,169,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/bundle-size.mjs,170,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/bundle-size.mjs,187,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/bundle-size.mjs,198,fail,ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/bundle-size.mjs,229,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/certify-club-create.mjs,194,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,10;12
scripts/ci/check-alert-rules-match.mjs,46,loadedRuleFiles,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-alert-rules-match.mjs,49,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-alert-rules-match.mjs,53,declaredAlerts,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-alert-rules-match.mjs,65,ask,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-alert-rules-match.mjs,76,main,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-alert-rules-match.mjs,105,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-alert-rules-match.mjs,106,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-alert-rules-match.mjs,107,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-allin-pointer-events.mjs,66,walk,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-allin-pointer-events.mjs,78,lineOf,ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-allin-pointer-events.mjs,88,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-applied-migrations-are-recorded.mjs,55,argValue,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-applied-migrations-are-recorded.mjs,61,defaultSince,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-applied-migrations-are-recorded.mjs,63,p,ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-applied-migrations-are-recorded.mjs,81,requireEnvironment,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-applied-migrations-are-recorded.mjs,136,withoutStamp,ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-applied-migrations-are-recorded.mjs,138,indexFrom,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-applied-migrations-are-recorded.mjs,166,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-applied-migrations-are-recorded.mjs,169,siblingMigrationFiles,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-applied-migrations-are-recorded.mjs,187,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-applied-migrations-are-recorded.mjs,207,repoIndex,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-applied-migrations-are-recorded.mjs,211,recordedBy,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-applied-migrations-are-recorded.mjs,229,appliedMigrations,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-applied-migrations-are-recorded.mjs,239,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-applied-migrations-are-recorded.mjs,252,main,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-applied-migrations-are-recorded.mjs,256,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-applied-migrations-are-recorded.mjs,285,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-bbj-functions-match-production.mjs,48,normalise,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,5;12
scripts/ci/check-bbj-functions-match-production.mjs,58,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,5;12
scripts/ci/check-bus-wiring.mjs,44,walk,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-bus-wiring.mjs,56,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-bus-wiring.mjs,68,lineAt,ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-bus-wiring.mjs,84,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-bus-wiring.mjs,86,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-chip-conservation.mjs,25,ok,ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-chip-conservation.mjs,26,bad,ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-chip-conservation.mjs,32,splitByWeight,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-chip-conservation.mjs,33,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-chip-conservation.mjs,34,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-chip-conservation.mjs,35,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-chip-conservation.mjs,36,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-chip-conservation.mjs,37,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-chip-conservation.mjs,39,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-chip-conservation.mjs,40,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-chip-conservation.mjs,46,rand,ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-chip-conservation.mjs,55,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-chip-conservation.mjs,56,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-chip-conservation.mjs,59,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-chip-conservation.mjs,64,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-chip-conservation.mjs,73,dbPassword,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-chip-conservation.mjs,83,liveChecks,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-chip-conservation.mjs,155,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-club-fk-indexes.mjs,66,gapsFor,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,10;12
scripts/ci/check-cosmetic-catalog-drift.mjs,39,read,ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-cosmetic-catalog-drift.mjs,42,parseVipOnlyList,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-cosmetic-catalog-drift.mjs,55,parseMetaMap,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-cosmetic-catalog-drift.mjs,79,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-cosmetic-catalog-drift.mjs,109,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-cosmetic-catalog-drift.mjs,139,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-cron-health.mjs,43,argValue,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-cron-health.mjs,57,cronHealth,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-cron-health.mjs,64,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-cron-health.mjs,73,line,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-cron-health.mjs,77,main,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-cron-health.mjs,79,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-cron-health.mjs,80,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-cron-health.mjs,81,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-cron-health.mjs,82,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-cron-health.mjs,109,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-cron-health.mjs,118,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-css-modules.mjs,47,walk,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-css-modules.mjs,79,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-css-modules.mjs,98,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-db-copy.mjs,50,bannedCharacters,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-db-copy.mjs,57,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-db-copy.mjs,66,main,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-db-copy.mjs,98,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-ddl-reload-storms.mjs,109,arg,ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-ddl-reload-storms.mjs,110,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-ddl-reload-storms.mjs,172,stormsByMinute,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-ddl-reload-storms.mjs,190,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-ddl-reload-storms.mjs,197,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-ddl-reload-storms.mjs,198,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-ddl-reload-storms.mjs,208,loggerAgeHours,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-ddl-reload-storms.mjs,216,loggerIsStale,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-ddl-reload-storms.mjs,220,readNewestEventAge,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-ddl-reload-storms.mjs,226,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-ddl-reload-storms.mjs,234,readWindow,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-ddl-reload-storms.mjs,249,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-ddl-reload-storms.mjs,260,main,FunctionDeclaration,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-ddl-reload-storms.mjs,318,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-ddl-reload-storms.mjs,325,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
scripts/ci/check-ddl-reload-storms.mjs,390,(anonymous),ArrowFunction,runtime-or-tooling-source,Requires Individual Verification,12
