file,line,path,element,status,file_kind,suggested_phases
src/App.tsx,951,unions/create,"{
                    <AuthGuard>
                      <UnionCreationGuard>
                        <PageErrorBoundary pageName=""Create Union"">
                          <CreateUnionPage />
                        </PageErrorBoundary>
                      </UnionCreationGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,963,unions/:unionId,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Union Details"">
                        <UnionDetailPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,973,unions/:unionId/operations,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Union Operations"">
                        <UnionDashboardPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,983,unions/:unionId/table-management,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Union Table Management"">
                        <GameManagementPage scope=""union"" />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1004,unions/:unionId/data,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Union Data"">
                        <UnionDataPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1021,unions/:unionId/statements,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Union Statements"">
                        <UnionStatementsPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1031,unions/:unionId/settlement,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Settlement"">
                        <SettlementPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1041,clubs/:clubId/settlement,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Settlement"">
                          <SettlementPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1055,challenges/:cycle?,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Daily Challenges"">
                        <DailyChallengesPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1065,profile,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Profile"">
                        <ProfilePage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1075,profile/:userId,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Public Profile"">
                        <PublicProfilePage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1085,settings,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Settings"">
                        <SettingsPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1097,play,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Play And Review"">
                        <PlayWorkspacePage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1107,leaderboard,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Leaderboard"">
                        <LeaderboardPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1117,history,"{<Navigate to=""/hand-history"" replace />}","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1118,rewards,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Rewards Center"">
                        <RewardsWorkspacePage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1128,wallet,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Wallet"">
                        <PlayerWalletPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1138,notifications,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Notifications"">
                        <NotificationsPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1148,community,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Community Center"">
                        <CommunityWorkspacePage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1158,messages,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Messages"">
                        <NavigateToMessenger />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1168,messages/new,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""New Message"">
                        <NavigateToMessenger />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1178,messages/:conversationId,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Messages"">
                        <NavigateToMessenger />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1188,messages/clubs,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Club Messages"">
                        <NavigateToMessenger />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1198,messages/clubs/:conversationId,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Club Messages"">
                        <NavigateToMessenger />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1208,search,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Search"">
                        <SearchPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1218,help,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Help"">
                        <HelpPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1228,cashier,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Cashier"">
                        <CashierPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1239,players,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Club Members"">
                        <LegacyClubToolRedirect destination=""members"" toolName=""Players"" />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1252,data,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Club Data"">
                        <LegacyClubToolRedirect destination=""data"" toolName=""Club Data"" />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1262,clubs/:clubId/data,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Club Data"">
                          <ClubDataPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1274,admin,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Admin Dashboard"">
                        <AdminDashboardPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1284,player-sessions,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Players"">
                        <LegacyClubToolRedirect destination=""members"" toolName=""Players"" />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1300,agent-dashboard,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Agent Dashboard"">
                        <AgentDashboardPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1314,clubs/:clubId/cashier,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Cashier"">
                          <CashierTradePage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1326,clubs/:clubId/cashier-classic,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Cashier"">
                          <CashierPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1338,hands,"{<Navigate to=""/hand-history"" replace />}","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1339,clubs/:clubId/agent-dashboard,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Super Agent Dashboard"">
                          <SuperAgentDashboard />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1351,achievements,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Achievements"">
                        <AchievementsPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1361,clubs/:clubId/members,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Club Members"">
                          <ClubMembersPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1373,clubs/:clubId/promo-vault,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Promo Vault"">
                          <PromoVaultPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1385,clubs/:clubId/members/:userId,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Member Management"">
                          <MemberManagementPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1397,clubs/:clubId/members/:userId/statistics,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Player Statistics"">
                          <PlayerStatisticsPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1409,friends,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Friends"">
                        <FriendsPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1419,rakeback,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Rakeback"">
                        <RakebackPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1429,clubs/:clubId/jackpot,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Bad Beat Jackpot"">
                          <BadBeatJackpotPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1441,stats,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Player Stats"">
                        <PlayerStatsPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1451,stats/:userId,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Player Stats"">
                        <PlayerStatsPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1461,promotions,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Promotions"">
                        <PromotionsPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1471,clubs/:clubId/promotions,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Promotions"">
                          <PromotionsPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1483,clubs/:clubId/settings,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Club Settings"">
                          <ClubSettingsPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1495,transactions,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Transaction History"">
                        <TransactionHistoryPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1505,invite/:clubId,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Invite"">
                        <InvitePage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1515,invite,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Invite"">
                        <LegacyClubToolRedirect destination=""invite"" toolName=""Club Invite"" />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1525,report/:playerId,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Report Player"">
                        <ReportPlayerPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1535,clubs/:clubId/reports,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Report Review"">
                          <ReportReviewPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1547,clubs/:clubId/hand-review,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Hand Review"">
                          <ClubHandReviewPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1559,clubs/:clubId/insurance-report,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Insurance Report"">
                          <ClubInsuranceReportPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1571,clubs/:clubId/tables/:tableId/bomb-settings,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Table Bomb Settings"">
                          <TableBombSettingsPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1583,clubs/:clubId/bomb-pot-report,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Bomb Pot Report"">
                          <ClubBombPotReportPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1595,clubs/:clubId/announcements,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Announcements"">
                          <ClubAnnouncementsPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1607,vip,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""VIP"">
                        <VIPPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1617,clubs/:clubId/financials,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Club Financials"">
                          <ClubFinancialsPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1629,financial-alerts,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Financial Alerts"">
                        <FinancialAlertsPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1639,financial-incidents,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Drift Incidents"">
                        <DriftIncidentsPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1649,disputes,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Disputes"">
                        <DisputeManagementPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1659,clubs/:clubId/disputes,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Disputes"">
                          <DisputeManagementPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1671,financial-health,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Financial Health"">
                        <FinancialHealthPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1681,financial-admin,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Financial Admin Hub"">
                        <FinancialAdminHub />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1691,rate-audit,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Rate Audit"">
                        <RateAuditPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
