file,line,tag,handlers,label,file_kind,status,suggested_phases
src/components/agent/AgentAssignmentPanel.tsx,177,select,onChange={(e) => setPlayerId(e.target.value)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentAssignmentPanel.tsx,185,select,onChange={(e) => setPlayerAgentId(e.target.value)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentAssignmentPanel.tsx,197,button,onClick={() => void assignPlayer()},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentAssignmentPanel.tsx,215,select,onChange={(e) => setAgentId(e.target.value)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentAssignmentPanel.tsx,225,select,onChange={(e) => setSuperAgentId(e.target.value)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentAssignmentPanel.tsx,233,button,onClick={() => void assignAgent()},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentBackOffice.tsx,80,button,onClick={() => void load()},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentBackOffice.tsx,202,Th,onSort={setSort},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentBackOffice.tsx,205,Th,onSort={setSort},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentBackOffice.tsx,208,Th,onSort={setSort},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentBackOffice.tsx,211,Th,onSort={setSort},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentBackOffice.tsx,214,Th,onSort={setSort},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentBackOffice.tsx,217,Th,onSort={setSort},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentBackOffice.tsx,293,th,onClick={() => onSort(field)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentCashoutPanel.tsx,354,button,onClick={loadCashouts},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",1;10;11
src/components/agent/AgentCashoutPanel.tsx,379,button,onClick={loadCashouts},title=Refresh,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",1;10;11
src/components/agent/AgentCashoutPanel.tsx,426,button,onClick={() => handleApprove(cashout)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",1;10;11
src/components/agent/AgentCashoutPanel.tsx,433,button,"onClick={() => handleReject(cashout, 'Request declined')}",,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",1;10;11
src/components/agent/AgentCommissionDashboard.tsx,382,button,onClick={() => setActiveTab('summary')},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;10;11
src/components/agent/AgentCommissionDashboard.tsx,388,button,onClick={() => setActiveTab('records')},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;10;11
src/components/agent/AgentCommissionDashboard.tsx,394,button,onClick={() => setActiveTab('subagents')},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;10;11
src/components/agent/AgentCommissionDashboard.tsx,419,button,onClick={claimPayout},title={!clubId ? 'Open This From A Club To Claim' : undefined},runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;10;11
src/components/agent/AgentCommissionDashboard.tsx,550,button,onClick={() => loadDataRef.current()},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;10;11
src/components/agent/AgentHierarchyTree.tsx,96,div,onClick={() => onSelectAgent?.(node)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentHierarchyTree.tsx,98,button,"onClick={(e) => {
                e.stopPropagation();
                toggleExpand(node.id);
              }}",,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentHierarchyTree.tsx,154,button,onClick={loadHierarchy},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentInvoicesPanel.tsx,181,button,onClick={() => handlePay(inv)},type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentPromoPanel.tsx,452,select,onChange={(e) => setSelectedPlayer(e.target.value)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;10;11
src/components/agent/AgentPromoPanel.tsx,494,input,onChange={(e) => setAmount(e.target.value)},type=number,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;10;11
src/components/agent/AgentPromoPanel.tsx,516,button,onClick={() => setAmount(String(p))},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;10;11
src/components/agent/AgentPromoPanel.tsx,533,button,onClick={() => setAmount(String(promoBalance))},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;10;11
src/components/agent/AgentPromoPanel.tsx,549,button,onClick={handleDistribute},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;10;11
src/components/agent/AgentTree.tsx,136,div,onClick={() => onAgentClick?.(node)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentTree.tsx,142,button,"onClick={(e) => {
              e.stopPropagation();
              onToggle(node.id);
            }}",,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentTree.tsx,157,img,"onError={(e) => {
                (e.target as HTMLImageElement).src = generateDefaultAvatar();
              }}",,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentTree.tsx,204,button,"onClick={(e) => {
              e.stopPropagation();
              onTransferClick(node);
            }}",aria-label=Transfer,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentTree.tsx,219,TreeNode,onToggle={onToggle}; onAgentClick={onAgentClick}; onTransferClick={onTransferClick},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentTree.tsx,324,input,onChange={(e) => setSearch(e.target.value)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentTree.tsx,331,button,onClick={expandAll},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentTree.tsx,334,button,onClick={collapseAll},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentTree.tsx,337,button,onClick={loadAgents},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/AgentTree.tsx,345,TreeNode,onToggle={handleToggle}; onAgentClick={onAgentClick}; onTransferClick={onTransferClick},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/ChipTransferModal.tsx,637,div,"onClick={handleClose}; onKeyDown={(e) => {
        if (e.key === 'Escape') {
          e.preventDefault();
          handleClose();
          return;
        }
        if (e.key !== 'Tab') return;
        const focusable = Array.from(
          modalRef.current?.querySelectorAll<HTMLElement>(
            'button:not([disabled]), input:not([disabled]), select:not([disabled]), [tabindex]:not([tabindex=""-1""])'
          ) ?? []
        );
        if (focusable.length === 0) return;
        const first = focusable[0];
        const last = focusable[focusable.length - 1];
        if (e.shiftKey && document.activeElement === first) {
          e.preventDefault();
          last.focus();
        } else if (!e.shiftKey && document.activeElement === last) {
          e.preventDefault();
          first.focus();
        }
      }}",,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/ChipTransferModal.tsx,664,div,onClick={(e) => e.stopPropagation()},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/ChipTransferModal.tsx,679,button,onClick={handleClose},type=button; aria-label=Close,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/ChipTransferModal.tsx,722,input,onChange={(e) => setSearchQuery(e.target.value)},id=chip-transfer-search; type=text; aria-label=Search Recipients,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/ChipTransferModal.tsx,742,select,onChange={(e) => setSelectedRecipient(e.target.value)},aria-label=Recipient,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/ChipTransferModal.tsx,785,input,onChange={(e) => setAmount(e.target.value)},id=chip-transfer-amount; type=number,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/ChipTransferModal.tsx,798,button,onClick={() => setAmount(String(val))},type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/ChipTransferModal.tsx,802,button,onClick={() => setAmount(String(senderBalance ?? 0))},type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/ChipTransferModal.tsx,839,input,onChange={(e) => setNote(e.target.value)},id=chip-transfer-note; type=text,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/ChipTransferModal.tsx,853,button,onClick={handleTransfer},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/CommissionHistoryModal.tsx,179,div,onClick={onClose},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;9;10;11
src/components/agent/CommissionHistoryModal.tsx,180,div,onClick={(e) => e.stopPropagation()},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;9;10;11
src/components/agent/CommissionHistoryModal.tsx,185,button,onClick={onClose},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;9;10;11
src/components/agent/CommissionHistoryModal.tsx,231,button,onClick={() => setFilter('all')},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;9;10;11
src/components/agent/CommissionHistoryModal.tsx,237,button,onClick={() => setFilter('rake')},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;9;10;11
src/components/agent/CommissionHistoryModal.tsx,243,button,onClick={() => setFilter('payout')},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;9;10;11
src/components/agent/CommissionHistoryModal.tsx,251,button,onClick={() => setDateRange('week')},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;9;10;11
src/components/agent/CommissionHistoryModal.tsx,257,button,onClick={() => setDateRange('month')},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;9;10;11
src/components/agent/CommissionHistoryModal.tsx,263,button,onClick={() => setDateRange('all')},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;9;10;11
src/components/agent/CreditRequestWidget.tsx,189,button,onClick={() => setShowRequestForm(!showRequestForm)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",4;10;11
src/components/agent/CreditRequestWidget.tsx,197,input,onChange={(e) => setRequestAmount(e.target.value)},type=number,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",4;10;11
src/components/agent/CreditRequestWidget.tsx,203,textarea,onChange={(e) => setRequestReason(e.target.value)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",4;10;11
src/components/agent/CreditRequestWidget.tsx,208,button,onClick={handleSubmitRequest},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",4;10;11
src/components/agent/CreditRequestWidget.tsx,239,button,onClick={() => handleApprove(req)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",4;10;11
src/components/agent/CreditRequestWidget.tsx,242,button,onClick={() => handleDeny(req)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",4;10;11
src/components/agent/DistributionHistory.tsx,123,button,onClick={() => setDateRange(range)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",9;10;11
src/components/agent/DistributionHistory.tsx,157,input,onChange={(e) => setSearchTerm(e.target.value)},type=text,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",9;10;11
src/components/agent/DownlineRakePanel.tsx,155,select,"onChange={(e) => {
              setClubId(e.target.value);
              setCrumbs([]);
            }}",,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;10;11
src/components/agent/DownlineRakePanel.tsx,178,button,onClick={() => setWin(w.key)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;10;11
src/components/agent/DownlineRakePanel.tsx,182,input,onChange={(e) => setSearch(e.target.value)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;10;11
src/components/agent/DownlineRakePanel.tsx,210,button,onClick={() => popTo(0)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;10;11
src/components/agent/DownlineRakePanel.tsx,225,button,onClick={() => popTo(i + 1)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;10;11
src/components/agent/DownlineRakePanel.tsx,258,button,onClick={() => void load()},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;10;11
src/components/agent/DownlineRakePanel.tsx,378,tr,onClick={() => drillInto(r)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;10;11
src/components/agent/PlayerInviteModal.tsx,223,div,onClick={onClose},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/PlayerInviteModal.tsx,224,div,onClick={(e) => e.stopPropagation()},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/agent/PlayerInviteModal.tsx,236,button,onClick={onClose},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
