file,blob,kind,lines,source_read,status,suggested_phases
.agent/audits/2026-08-15-never-freeze-hardening.md,1f6ef6167fd944ea42021a745cde47cad3915495,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-15-proving-the-never-freeze-work.md,4b825a114f6dd00c6fbaf91c45b5fb2c3b66aa4e,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-15-scheduled-db-job-audit.md,cb2aeb4287c85b0e3ce53dab2e4c0ea4b9c3a51f,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-15-table-ux-eight-item-audit.md,48997a76353aef3c0364f96968cf5cd5f7e0d454,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-19-club-arena-competitor-parity-animations.md,7d22d5f7184bf95e5a02f6cc7107c1d7f3ce3110,documentation,,False,Requires Individual Verification,2;10
.agent/audits/2026-08-19-club-dashboard-correctness-audit.md,559890f843a0f44dbfc9966279e818e0fe664510,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-19-club-dashboard-rebuild.md,cbdf8233b325c0d539cf52f7b02bee8044369a8b,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-19-club-settings-page-audit.md,b49203504f420544cb5bccd2a3cf837f94d4fc34,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-19-rake-bbj-union-treasury-audit.md,ae1d7c572e7ced5c7dbecfbf779176b4be8995bb,documentation,,False,Requires Individual Verification,5;10
.agent/audits/2026-08-19-tournament-breaks-rake-and-never-cancel.md,3767635f94bff6d5d6d2c8308f43c0dafd1a83de,documentation,,False,Requires Individual Verification,3;5;10
.agent/audits/2026-08-20-addon-chips-must-always-land.md,5c28b62cdf36e03172cb9a92f9001d79ad539ffe,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-20-animation-pacing-and-winners-regression.md,b1e38153f0132227dc7c2f7903ba244541f6949a,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-20-spins-economics-research.md,acc9be5aff4253617c3d09d012a2c0de09707b58,documentation,,False,Requires Individual Verification,3;10
.agent/audits/2026-08-20-spins-reveal-payout-and-locked-tiers.md,0a9b5b43b407a616f41a434a06961d109368e57c,documentation,,False,Requires Individual Verification,3;10
.agent/audits/2026-08-20-storefront-diamond-mint-hole.md,0484ff2c82b17070d8bc0af04b7814cdc62282b2,documentation,,False,Requires Individual Verification,4;10
.agent/audits/2026-08-21-main-losing-commits.md,43d384d1adc06853c052c3171fb51d72737c05a4,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-22-agent-autopilot-and-the-regression-loop.md,3e5ca9de10ffcd6ef2a20d815a9472d4d4343015,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-22-anti-regression-hardening-completed.md,367fe0a7c18325b22dc3a68cb220aaceb7644340,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-22-money-path-sweep.md,cab02ff2a4ee381b5bb6c987fcaa940c27ff2af6,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-22-nothing-regresses-quietly.md,f8fdb3023d934e540070ea0130266aa428435909,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-22-null-multiplier-spins-and-the-double-ledger.md,4a2de08e5d2ccc8d8761d0177aced9d9df9b4e2c,documentation,,False,Requires Individual Verification,3;10
.agent/audits/2026-08-22-spin-cash-animation-parity.md,f7f53ca080ecd0efa817575ad3d89bea8c9fc6d1,documentation,,False,Requires Individual Verification,2;3;10
.agent/audits/2026-08-22-spin-economics-verification.md,7dff649d0d8d6e3f771e350e961da71ab5cd0b8a,documentation,,False,Requires Individual Verification,3;10
.agent/audits/2026-08-22-the-deploy-gate-was-lying.md,27ae5316295bbcb627097584d29355c6c38b594a,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-22-the-safety-net-was-one-attempt.md,bf502ec6d7137dad1eb56d2f2e3156ba9b54c3c6,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-22-the-snapshot-guard-had-never-run.md,2e5c748a636931d900fd259d1bef15df6c6b6282,documentation,,False,Requires Individual Verification,7;10
.agent/audits/2026-08-22-union-level-spin-reserve-wallet.md,c330ce1e06aa76cb4d143c1615d3feed4c0fb047,documentation,,False,Requires Individual Verification,3;4;10
.agent/audits/2026-08-23-actions-account-outage-publish-deadlock.md,9b98b44327be6ee83ebc0ddd8b933d38e4174980,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-23-actions-outage-is-the-fleet-burning-its-own-ci-budget.md,9853de31e012752704e79af2944f64321a9ae011,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-23-the-production-db-password-was-committed-to-main.md,0e0f0544f21ba2dc09c07ec17a2e30f7c6291863,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-23-the-query-was-fixed-and-the-mapping-was-not.md,893274576c9e62f192ececc1dbf6e7a0f4875df9,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-23-the-replay-invented-a-hand-that-never-happened.md,a1df31af2f9e126d886d28ea36c985be34c41646,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-23-the-type-said-all-in-and-nothing-ever-said-all-in.md,6deaee820753d683b0e5fbe4adc901f83250d798,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-23-the-variant-map-was-wrong-twice.md,ce9da77569bccc85923a2e1c02bfcfa4bd62d6a7,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-23-tournament-audit-session11.md,5860187ebbb7571ba2fca9d60df190ebc97833c5,documentation,,False,Requires Individual Verification,3;10
.agent/audits/2026-08-24-always-connected-phase2.md,7c24e5328939deecfe91c5260e06175853ea75d5,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-24-always-connected-three-root-causes.md,f7f8987aed9791e895a0106bd7f51d192915a936,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-24-open-table-sit-down-audit.md,122dc46bb8c441f563752773335a77066d489313,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-25-github-mcp-auth-three-json-files.md,fce0f5a191be41b4b5d65d9bbf93617c9ad8129f,documentation,,False,Requires Individual Verification,6;10
.agent/audits/2026-08-25-the-sweep-was-scoped-to-the-sample.md,a2d6ec6ce18b1cb90bdda05447a34443c58939d5,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-26-advisor-sweep-what-was-and-was-not-built.md,f1b8b1670659b0ba495cdd9bd23e8ec79b450028,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-26-anon-readable-tables.md,6209be6e84e679a07a5ffb8196ef033983672905,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-26-cashier-send-out-claim-back-audit.md,0e100748801ccc6d860a9266f239ee2a89090aa1,documentation,,False,Requires Individual Verification,4;10
.agent/audits/2026-08-26-chips-left-the-felt-twice.md,802e16e96fea8aca7bd89b2d0fdb4dbd179c2135,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-26-closing-the-remaining-items.md,98bc106fa1b41e7f8e268e7950d9b26423984a9e,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-26-code-splitting-measured-and-rejected.md,552f9631075bd5689e340b3d4c186d8b4c1dbf43,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-26-pr994-never-applied-and-defective.md,597e4fa3c8e72d57c3b30e18058bd5f79e5e9af8,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-26-seat-exit-detector-and-dead-refund-pool.md,d88290a40f0ff7d97df716115ba7943216f98cdf,documentation,,False,Requires Individual Verification,8;10
.agent/audits/2026-08-26-tournament-rake-deep-audit.md,7cce95a13ee8f86ad0acdfd1f1c48b283544e27d,documentation,,False,Requires Individual Verification,3;5;10
.agent/audits/2026-08-27-bbj-live-capture-and-realtime.md,e2aaf41ce388f26da29ae0460a30c9f6b5cee556,documentation,,False,Requires Individual Verification,5;7;10
.agent/audits/2026-08-27-bomb-pot-standardization.md,79f712b97e69d2cf8c74b7448bb0a571f9f3c215,documentation,,False,Requires Individual Verification,2;10
.agent/audits/2026-08-27-cashier-phase2-audit.md,9167bbb0e55332137a4013cbaba92c141f42ab63,documentation,,False,Requires Individual Verification,4;10
.agent/audits/2026-08-27-cashier-phase3-audit.md,0612749fae19d601ae8b211f02ad8ca5373aebd2,documentation,,False,Requires Individual Verification,4;10
.agent/audits/2026-08-27-create-flow-full-audit.md,097d35dc2f81f705183ecf30c45803f130f30067,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-27-gameplay-looks-like-the-club-arena.md,eb517cd84713ae96b87eddd7a7e1f12fdb020e8d,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-27-horses-are-players-sweep.md,dbf76ea4c00afef5998e26e8848dfda56095d382,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-27-phase2-platform-audit-reconciler-and-grants.md,3634b2b158fdbfc11ac1c736b16cf8acfdf78b69,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-27-phase3-frozen-pool-reads-swept.md,56e1d0e3f243fccd4ff9fb952cca6731752c1423,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-27-phase3bc-sentinel-denoise-and-backpay-starvation.md,b2915a31f08341038caa6128d248c86797489c26,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-27-phase4-unknown-is-not-zero.md,f1d385a5e80c441400c8fc42f351eb968ead2925,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-27-phase5-no-ceiling-on-people.md,697531afd06b387fcaff9b56e38bd15a17fdfee7,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-27-phase6-complete-set-reads.md,06196773303b1be4d0b968f7b93b564dd36946e1,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-27-tournament-money-conservation-phase3.md,f898ed0e254c9d4246636276020f212357cbd4e7,documentation,,False,Requires Individual Verification,3;10
.agent/audits/2026-08-27-tournament-rake-pass2-attribution.md,a5520eb2997a0fb711ee91b865c103135a6bbb65,documentation,,False,Requires Individual Verification,3;5;10
.agent/audits/2026-08-28-spin-deep-dive-and-platform-sweep.md,293876332ef85ff5bee2c4746c2554e60a61620d,documentation,,False,Requires Individual Verification,3;10
.agent/audits/2026-08-28-the-unranked-the-unfunded-and-the-undead-cron.md,d770052d112c849ed1199dc36bb53b7685e12f70,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-28-tournament-money-the-last-four-items.md,0e84743ef21789ded839662b7acac7943dbff76e,documentation,,False,Requires Individual Verification,3;10
.agent/audits/2026-08-28-what-actually-resets-the-shared-clone.md,d8cb24f2dd2199c9f22dc7b87c489f1274afc2bf,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-31-migration-applied-ahead-of-its-client.md,cf79081948afb502dfbf55716112dc8b0a375c79,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-31-mtt-deep-dive-what-is-left.md,a2516c54cbb5d69f941fea23c8f380b566ae4cc9,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-08-31-the-board-and-the-flag-disagree.md,98cdfd32bb3bbf0cb4336d7082f46c156ca7d989,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-09-01-engine-deploys-are-blocked-by-the-financial-gate.md,b35e55f7673fa509b86d05f97027bc6a25aafea5,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-09-03-the-command-surface-had-never-run.md,b0e8557613e837e22991d5f5f1bdb06e66f439df,documentation,,False,Requires Individual Verification,10
.agent/audits/2026-09-03-unmerged-branch-triage.md,3dd9dbebd4c0d6ebab80bdf0d7f350c8bf45a237,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-15-antigravity-followups.md,64bb860c9dfb20c6044a8e065bf14d6b805ceda0,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-19-schema-manifest-drift-visibility.md,d10b019bae3d19b77869634a1f9a9b9d888313dd,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-20-bbj-popup-buyins-errors.md,f1b5f24852dcf558b0ed9fd737f6c28b3351dfae,documentation,,False,Requires Individual Verification,5;10
.agent/handoffs/2026-08-20-bbj-popup-buyins-errors.patch,94b70643ae4f3ddc86af10de989fceb318afbc4e,configuration-or-other,,False,Requires Individual Verification,5;10
.agent/handoffs/2026-08-20-spins-and-animations-continuation.md,bfebdf1e791a716fbc7c5be565f9725d147bfe5f,documentation,,False,Requires Individual Verification,3;10
.agent/handoffs/2026-08-20-spins-continuation-2.md,87103edf030207da3db3ef14dcf6257666cc3eac,documentation,,False,Requires Individual Verification,3;10
.agent/handoffs/2026-08-20-table-art-backgrounds-and-card-backs.md,7fcad3f98b361f511ed1c5fa11c0c04fcf1230ab,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-21-chip-conservation-plo-cap.md,031b273d36b0d35cf9bac7c4b7ee6ac4919ec1d2,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-21-club-arena-branch-protection.md,b92535464505f4ae54906df6e6c0236435846941,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-21-css-beats-e2e-ci-job.md,9113abdf891821a112c43a7455113fb4109c73b8,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-21-spins-reveal-and-ci-handoff.md,63507fbf969c0206defb9db1df3a788245c636b0,documentation,,False,Requires Individual Verification,3;10
.agent/handoffs/2026-08-22-finish-the-anti-regression-hardening.md,7e7cb7b2c3866161bca84e248bbbc5aa6fb19b87,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-22-tournament-finish-complete-handoff.md,89209ed807fb8e0080c20663dc1e83fa12c9fcc8,documentation,,False,Requires Individual Verification,3;10
.agent/handoffs/2026-08-22-tournament-winner-exit.md,1659f248491bcf055f8af1937258708608d9e760,documentation,,False,Requires Individual Verification,3;10
.agent/handoffs/2026-08-22-union-reserve-and-shipping-from-cowork.md,fc6619299f80bdf4373341828f6dd5f5b22075e0,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-26-table-followups.md,57169819365c5aa772a4b8c5a6da6a85a636f02e,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-26-tournament-lobby-remaining-work.md,9ec085c96828559cb939b7866f92b4cb35a2718c,documentation,,False,Requires Individual Verification,3;8;10
.agent/handoffs/2026-08-27-handoff-tournament-money-and-horse-law.md,300fa90969fb494a77f8f57b2cd22c1c2ccd67ed,documentation,,False,Requires Individual Verification,3;10
.agent/handoffs/2026-08-27-house-ads-phase-2-START-HERE.md,56448bd3779d9628615ddd8efa62ec9ad7de503b,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-27-house-ads-phase-2-START-PROMPT.md,a35106372a42b6c94f6b8006892737a1d9230d39,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-27-house-ads-phase-2.md,a3e3c4c21dd33157933585224ca5b5cd6e276eab,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-27-notifications-push-and-pr-queue.md,ce8d172bb1ebafc68582f3f27e7f15598fecd243,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-28-house-ads-phase-3.md,d62e105a510641884f17f626f75032cdc0b017b5,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-28-house-ads-phases-1-3-complete.md,ad050b5336201569572f5bf540cb22eac91123c9,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-29-satellite-hover-perf-and-achievements.md,d11f1554f75ade8984ffbf6c697ea6d53eb851ea,documentation,,False,Requires Individual Verification,3;10
.agent/handoffs/2026-08-31-HEADS-UP-MASTER-HANDOFF.md,5037ec832066ca67cd3227f32958124240244de6,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-31-crazy-pineapple-phases-3-and-4.md,e6576b0e771c3ce77523e6057ba63cc019aca954,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-31-five-phase-hardening-plan-phases-4-and-5.md,7478ad82a7ef7b442a060abd5d37288d2f25d8c0,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-31-heads-up-program-phase-1-done-phase-2-next.md,6b18ebaf9cef8fab8bb4c5d9c9c54c470ad1773d,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-31-live-cash-games-audit-phase2.md,58f048c1c2ee19d744585faa495dd3ca20b48d08,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-31-phase2-heads-up-fairness-SHIP-ME.md,ce70d46baba230265adac2ffaa3dd9b5208f2e05,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-08-31-spins-audit-push-and-start-lane.md,86751257a6a49ca33ee6ec2c0ffbf02e65124eb4,documentation,,False,Requires Individual Verification,3;10
.agent/handoffs/2026-09-01-live-cash-games-audit-phase5.md,6a90669e70500c4095e6c07d236c28b3caf46587,documentation,,False,Requires Individual Verification,10
.agent/handoffs/2026-09-04-sentry-and-realtime-completion.md,43c21eccd96b80d31122d0674d484b3dc9e305e8,documentation,,False,Requires Individual Verification,7;10
.agent/handoffs/apply-and-push-2026-08-20.sh,a123dc62bae3086e5921ec9ce37ed4c06c5bcb5f,configuration-or-other,,False,Requires Individual Verification,10
.agent/plans/HORSE-REALTIME-BUILD-PLAN.md,8acbd807b4bd4ab684e5ed2729f7f1f073bf8f54,documentation,,False,Requires Individual Verification,7;10
.agent/protected-commits.json,e3f330f3a9e94d3706da49c2d2b3c99d270239fa,configuration-or-other,,False,Requires Individual Verification,10
.agent/skills/poker-gameplay/SKILL.md,8842c5e2875ec55222f6f8f69ba93a3c6d5c9388,documentation,,False,Requires Individual Verification,10
.agent/workflows/agent-execution-modes.md,4770d369e1359d1c62e6a39b7355aa2550b2c966,documentation,,False,Requires Individual Verification,10
.agent/workflows/browser-testing.md,02b7605e33e05cdc335428fe0a25867fe8f986a9,documentation,,False,Requires Individual Verification,10
.agent/workflows/build-verify.md,51692fec1a15caf091b7d847fd009342616a3e8a,documentation,,False,Requires Individual Verification,10
.agent/workflows/completion-protocol.md,4a8eb756f1160d2434daa2017ce70d8aba5654c6,documentation,,False,Requires Individual Verification,10
.agent/workflows/deploy-troubleshooting.md,447b4653a3ecf9ec2e2b3b91bb8d2cab27ecff51,documentation,,False,Requires Individual Verification,10
.agent/workflows/deploy.md,71d850e6f838848b1d0c06ac31d90030ec359640,documentation,,False,Requires Individual Verification,10
.agent/workflows/design-guidelines.md,cc9de5616832d2812ea0e84db97c886170a92e84,documentation,,False,Requires Individual Verification,10
.agent/workflows/e2e-tests.md,1763efb09fac395de5d6eb32aa4e2458339f675b,documentation,,False,Requires Individual Verification,10
.agent/workflows/sentinel.md,1b365fb1bdef404dc3e6e3ca10d0c4f9736d9dac,documentation,,False,Requires Individual Verification,10
.agent/workflows/sentry-integration.md,42fb3b6fc5df1d0a4aaf326bb32f02384f0df09f,documentation,,False,Requires Individual Verification,10
.agent/workflows/supabase-security.md,9dccc3e459643e1a53dcdfbc2e933e5ed83c42a1,documentation,,False,Requires Individual Verification,2;6;10
.agent/workflows/table-design.md,24db6f1d4645f9f65d5b6f67c9e06dcbec579f1b,documentation,,False,Requires Individual Verification,10
.agents/rules/00-agent-playbook.md,ca7269bad62c273d1e8c64b1af2b5891e7c7f360,documentation,,False,Requires Individual Verification,10
.agents/rules/00-anti-regression-workflow.md,4bd99e1889e61982aa8564980dbf5b4d4c356baf,documentation,,False,Requires Individual Verification,10
.agents/rules/00-automated-janitor.md,aaa4a47180608e401eb0c23fda3fcf8a89725c5f,documentation,,False,Requires Individual Verification,10
.agents/rules/00-stale-pr-resolution.md,1585bdc2fb03c159a9249787193347caa47121c7,documentation,,False,Requires Individual Verification,10
.agents/rules/01-mandatory-verification-pass.md,62f446cb816354d1d8ee26570f9692450261fae7,documentation,,False,Requires Individual Verification,10
.agents/rules/pr-workflow-and-anti-regression.md,a00f0bbb28715919a5e873f513be08fb8c09d20b,documentation,,False,Requires Individual Verification,10
.agents/workflows/build-verify.md,732322819b9dee818e4c5f99015f2e671c9f7096,documentation,,False,Requires Individual Verification,10
.claude/commands/deploy.md,f8a5b8c263c23c5f841592c4f7e611e6f98c7ef5,documentation,,False,Requires Individual Verification,12
.claude/skills/deploy-hetzner/SKILL.md,e8961d62505fcd58688b9d6f5a61036bc5533436,documentation,,False,Requires Individual Verification,12
.deploy-retrigger,4c5939b960e6dd2214c27fd6437bd9364b02b9ff,configuration-or-other,,False,Requires Individual Verification,12
.env.example,5ce2bd84e3eebc452871522747cc8870297642ae,configuration-or-other,,False,Requires Individual Verification,12
.gitattributes,47fa434c420db4da6644905b5079f8e6f9b2f45e,configuration-or-other,,False,Requires Individual Verification,12
.github/CODEOWNERS,5e00948a363c41383c3089fd3e965ee560c822a0,configuration-or-other,,False,Requires Individual Verification,12
.github/DEPLOYMENT.md,06c24024f148fb21000b76341a385558ef381ace,documentation,,False,Requires Individual Verification,12
.github/pull_request_template.md,1eef167760c8e834e73076bed72e723b5f4965eb,documentation,,False,Requires Individual Verification,12
.github/scripts/check-token.sh,0877dca72eddbfb5dd691406de948c10850824c0,runtime-or-tooling-source,91,True,Requires Individual Verification,12
.github/scripts/close-superseded-prs.sh,31d9c1a1f2126c1b468173ec3e56018756cce73d,runtime-or-tooling-source,215,True,Requires Individual Verification,12
.github/scripts/deploy-ship-rate.mjs,7eabf5a442d35a89bf37d02a9b670a41cf4c6746,runtime-or-tooling-source,140,True,Requires Individual Verification,12
.github/scripts/engine-watchdog.sh,e1f90a7fb350d6195a2c8fe77ccf7eb0e1eec279,runtime-or-tooling-source,423,True,Requires Individual Verification,12
.github/scripts/estate-digest.mjs,f76d5cd303a4e95e815e08f58b476788a36e3e5f,runtime-or-tooling-source,218,True,Requires Individual Verification,9;12
.github/scripts/estate-integrity.sh,be1c208fdde237943fcda9f931519f0af629e2d7,runtime-or-tooling-source,267,True,Requires Individual Verification,2;9;12
.github/scripts/label-queued-pull-requests.mjs,8e6301c1e368b840044745a155d37ed7f45dd905,runtime-or-tooling-source,224,True,Requires Individual Verification,12
.github/scripts/origin-contract.sh,7716f8d4e8e62fa3703b947fa689154bf68b9302,runtime-or-tooling-source,116,True,Requires Individual Verification,12
.github/scripts/orphan-work-watchdog.sh,25b8235bde13731f4852479508e88238cc66453b,runtime-or-tooling-source,254,True,Requires Individual Verification,12
.github/scripts/pr-triage.sh,3412af08cc9cc153cb138233276e5dead0ca3431,runtime-or-tooling-source,74,True,Requires Individual Verification,12
.github/scripts/publish-watchdog.sh,d2b55e0023397f2fd3b24af4a7128dffa2c68769,runtime-or-tooling-source,351,True,Requires Individual Verification,12
.github/scripts/queue-pr.sh,e243a545b6cd6450af6760c68cffd6a9d7e7f4a8,runtime-or-tooling-source,99,True,Requires Individual Verification,12
.github/scripts/report-stuck-prs.sh,ef24fc4562454a580f65faf91ba3f1e184086cc5,runtime-or-tooling-source,407,True,Requires Individual Verification,9;12
.github/scripts/schedule-liveness.mjs,56f90f801aa3c1b82850dae420735ef6dd012ee2,runtime-or-tooling-source,645,True,Requires Individual Verification,12
.github/secret_scanning.yml,c2ce75f737db4de487dff9817bd58a49c9367fde,runtime-or-tooling-source,15,True,Requires Individual Verification,12
.github/workflows/agent-apply-patch.yml,bab27ebd3c2afda6f55304d5cf379a452222e63f,runtime-or-tooling-source,103,True,Requires Individual Verification,10;12
.github/workflows/agent-autopilot.yml,07ce81aad9e54002c35a27ee22647c0c97fd546a,runtime-or-tooling-source,493,True,Requires Individual Verification,10;12
.github/workflows/agent-open-pr.yml,f2349c7450d2eac6b97cd38ba09f340a576f799d,runtime-or-tooling-source,259,True,Requires Individual Verification,10;12
.github/workflows/applied-migrations-recorded.yml,8c9034152a0b4b937fdf39f05edcb4f018d71319,runtime-or-tooling-source,115,True,Requires Individual Verification,12
.github/workflows/auto-deploy-hetzner.yml,9eb5e678f3aeb2ca497c30b64970935a272606fd,runtime-or-tooling-source,1281,True,Requires Individual Verification,12
.github/workflows/ci.yml,d95dcc6b063f31eb15e1b05722f44df0b8a9f889,runtime-or-tooling-source,2025,True,Requires Individual Verification,12
.github/workflows/close-superseded-prs.yml,b53c804bb4d15e62f02a562ccca70893d67e4d7f,runtime-or-tooling-source,81,True,Requires Individual Verification,12
.github/workflows/club-create-certification.yml,15416b46517a1cd00241409cd4c3b61f77c585aa,runtime-or-tooling-source,38,True,Requires Individual Verification,10;12
.github/workflows/cron-health.yml,5e0ee6a7b55ab98b6b621cdfd721fa86cb05b70f,runtime-or-tooling-source,138,True,Requires Individual Verification,12
.github/workflows/deploy-monitoring.yml,fbaab1e1501fd1f9735a5b1e2ea27ecc8f8f252a,runtime-or-tooling-source,230,True,Requires Individual Verification,12
.github/workflows/estate-digest.yml,522201278e568b4c8317c3c4b6ca419a75ff758d,runtime-or-tooling-source,70,True,Requires Individual Verification,9;12
.github/workflows/estate-integrity.yml,1e0233e398e35ae7d538ca04843bd967f0785e1a,runtime-or-tooling-source,66,True,Requires Individual Verification,2;9;12
.github/workflows/main-rewind-guard.yml,ee8b3c37af38419828a56c1c658cd7e7598cde5b,runtime-or-tooling-source,194,True,Requires Individual Verification,12
.github/workflows/post-deploy-e2e.yml,127df0b17079ba15e945cf3ee0982436806f930b,runtime-or-tooling-source,510,True,Requires Individual Verification,12
.github/workflows/publish-club-arena.yml,d4a1b58812d50b5fd1e71abea6eefc2bf3aa7855,runtime-or-tooling-source,739,True,Requires Individual Verification,10;12
.github/workflows/publish-watchdog.yml,82da74615e4cf67c2d3e9d77b07160b0b00823ec,runtime-or-tooling-source,601,True,Requires Individual Verification,12
