path,blob_sha,category,lines,review_marker_count,named_function_class_candidate_count,literal_rpc_candidates,review_status
scripts/ci/check-doctrine-freshness.mjs,54c95ea0d22003e7fe046decf0730ed41098f68c,implementation,198,0,2,,inventory_only_not_audited
scripts/ci/check-embed-relationships.mjs,f0451ca35228c32b2e2c6067878a02a220240b51,implementation,275,0,5,,inventory_only_not_audited
scripts/ci/check-esm-require.mjs,f65483eb9bcb9f1ddf7ac291e3f43920e4c83d9c,implementation,109,0,1,,inventory_only_not_audited
scripts/ci/check-horses-are-players.mjs,4ab6f965bc4710d987358a6e6121b7d2bfcd827a,implementation,233,0,1,,inventory_only_not_audited
scripts/ci/check-main-is-green.mjs,b1f2fdffbd146e8c99d179190f9ca97ed3da17b8,implementation,248,0,0,,inventory_only_not_audited
scripts/ci/check-maybe-single.mjs,4b70120a89e55405709e8d287d89496fcdd4ee08,implementation,133,0,1,,inventory_only_not_audited
scripts/ci/check-migrations-applied.mjs,6460acabd09d1d3de1ba7483622e2db0d060fe0c,implementation,382,0,11,,inventory_only_not_audited
scripts/ci/check-monitoring-drift.mjs,c86c46476545ce53563346638995160d455b6f53,implementation,258,0,0,,inventory_only_not_audited
scripts/ci/check-nav-title-case.mjs,541019977bdd85b0374a530af153aba4d4a7580f,implementation,247,0,1,,inventory_only_not_audited
scripts/ci/check-new-migration-version-collisions.mjs,de4d465097ca8a4eac47f12696ad977012c6b64e,implementation,75,0,2,,inventory_only_not_audited
scripts/ci/check-no-emoji.mjs,8fcdc909d346e2badbfe54883e75bac2c3474d72,implementation,185,0,3,,inventory_only_not_audited
scripts/ci/check-no-new-band-aids.mjs,18c811af59560891c5b5e6f3521ddc6c7dc5eff8,implementation,312,0,14,,inventory_only_not_audited
scripts/ci/check-no-orphaned-work.mjs,ed9c32b5b2a4319bff4188bd438fcaad8012909d,implementation,315,0,4,,inventory_only_not_audited
scripts/ci/check-no-skip-markers.mjs,273c5b8792e3f09e5d482c6cfc01e72ee35984e6,implementation,100,0,0,,inventory_only_not_audited
scripts/ci/check-no-vercel-deploy.mjs,63f967ed49e808bb26b6ade4a3f9c1d306a9088a,implementation,94,0,2,,inventory_only_not_audited
scripts/ci/check-open-prs-are-green.mjs,464966f1d201d0a1f4fea29b54cf75a881740297,implementation,370,0,8,,inventory_only_not_audited
scripts/ci/check-painted-text-case.mjs,4a8bd7daedd32604b461964a589612fdd0ed04ad,implementation,361,0,7,,inventory_only_not_audited
scripts/ci/check-phantom-columns.mjs,50f635c95b9a1923e0a41dc439f592b43522028b,implementation,398,0,8,,inventory_only_not_audited
scripts/ci/check-phantom-tables.mjs,81bafdcf01c7ca390a68fd7b21155d2c0db7c176,implementation,378,0,6,<name>|fn|name,inventory_only_not_audited
scripts/ci/check-rake-bbj-collection-law.mjs,e6c7707db76aba7b454bf9006037786d3dbe0f7c,implementation,130,0,1,,inventory_only_not_audited
scripts/ci/check-rake-schedule-parity.mjs,6617305dc698375db43d3468ec9283a2fc270b10,implementation,143,0,1,,inventory_only_not_audited
scripts/ci/check-rakeconfig-parity.mjs,3eb1d4b70149333d35ac990fcdad73681ad0d591,implementation,207,0,7,,inventory_only_not_audited
scripts/ci/check-realtime-publication.mjs,bb7c8c438a396c0513d7aa875ac8391366fdfcc3,implementation,220,0,3,,inventory_only_not_audited
scripts/ci/check-required-columns.mjs,039eeaa1fd9320c944c4bf90898c896a71ef817a,implementation,262,0,4,,inventory_only_not_audited
scripts/ci/check-route-targets.mjs,bab325cdca27943c33db542c4fbd9b351b2b0acc,implementation,262,0,4,,inventory_only_not_audited
scripts/ci/check-seat-law-parity.mjs,7f24f19910530131ec44b52f4535c9890895802e,implementation,122,0,1,,inventory_only_not_audited
scripts/ci/check-secrets-expiry.mjs,0dffc4576cea6c74d851dcffb45e60981feef25e,implementation,163,0,2,,inventory_only_not_audited
scripts/ci/check-stranded-writers.mjs,57d6b787264e5411b2d932317c9787635a9f6624,implementation,242,0,8,,inventory_only_not_audited
scripts/ci/check-telemetry-exposure.mjs,437f2c97dcd05e8729962a38f85fb7d1469b9895,implementation,139,0,4,,inventory_only_not_audited
scripts/ci/check-title-case.mjs,ef52cea9e1dee068dae033f76bf9f1952391788d,implementation,710,0,14,,inventory_only_not_audited
scripts/ci/check-ui-text.mjs,a1c3860e2d73d3f486ac61e533259a94ddd3d394,implementation,278,0,5,,inventory_only_not_audited
scripts/ci/check-unqualified-writes.mjs,47a9e697991eadc28e183ad4c9310aff0505f1ec,implementation,293,0,14,,inventory_only_not_audited
scripts/ci/detect-silent-revert.mjs,89c7047fd497ff497cbbd3b6d81103a1218d30ad,implementation,346,0,0,,inventory_only_not_audited
scripts/ci/e2e-port.d.ts,64956357f95820ce3f4e9840f82953fe08094645,implementation,6,0,1,,inventory_only_not_audited
scripts/ci/e2e-port.mjs,fdc09c0e00829c74b54e49909f435fb0bc5a9856,implementation,69,0,1,,inventory_only_not_audited
scripts/ci/entry-chunk-delta.mjs,aebad5374c399d14c3a02ce86ebf46742c8c04ed,implementation,283,0,5,,inventory_only_not_audited
scripts/ci/gen-schema-manifest.mjs,74bba767d8d25a22b796a326c6acd9b83a1cb59a,implementation,167,0,3,,inventory_only_not_audited
scripts/ci/last-shipped-engine-deploy.mjs,e119f0eaba9e7d042b103fd69d257c3f2b13d6d5,implementation,81,0,1,,inventory_only_not_audited
scripts/ci/pr-push.mjs,032df43251c9c75f566785e70c7b1ff8348e6051,implementation,141,0,0,,inventory_only_not_audited
scripts/ci/pr-status.mjs,2cc0eb61a6b83eddb34e64b67cd50983d0a6e1e2,implementation,647,0,13,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/agent-context-fixture.sql,bb9be731471cd14e2f6e3666413897fe8cd0212a,implementation,13,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/bbj-fixture.sql,3d2392d8ce2627c48be55c933d6197dfe2f3c9d3,implementation,13,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/bbj-routing-fixture.sql,9aa5ef4687c4d7a610af1d496449946b29b20000,implementation,60,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/cashout-fixture.sql,73e7b3566c69d6a11fb428344e4bea9b2d8a9904,implementation,176,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/fixture.sql,1c5e180b5bf156a9582c36881209be48c0ee9613,implementation,62,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/hand-fixture.sql,56b8d64f1a355c0cf9fdacbf79c164422023a0d9,implementation,15,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/insurance-fixture.sql,fde0e25084b6a05150703860f0fee1aa05409151,implementation,15,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/postgres-runtime/query.mjs,b794d38221a1bb6c36869f28e7b7cb212bc26410,implementation,14,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/rebuy-receipt-fixture.sql,f950e82e41ae9e28641dc49c78bc375309aced32,implementation,124,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/run-isolated.sh,601f2ba073cf585fa9f1c7194bd087ea6ceef445,implementation,31,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/satellite-split-fixture.sql,14d22f743e07389d8d01159fd8fbf30f9ca18bb3,implementation,19,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/test_agent_context.py,2ffadf24523a6d669d54945fdf3d48c937129f5d,implementation,64,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/test_atomicity.py,0ba41fdbeb6a5a576a78242b02b2d88555bac710,implementation,627,0,8,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/test_bbj.py,b549828d01bd8257471313284628063a282b7411,implementation,141,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/test_cashout.py,7fe91c39b869c43356f6dad8269f619065b0217e,implementation,165,0,1,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/test_entry_purchase_helpers.py,ccafbb80d779571e268cf1d9658fb41d24b4bd29,implementation,368,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/test_hand.py,308ec8df5ea708509000a016953b4f3da8feefbb,implementation,94,0,1,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/test_horse.py,22b4a4a579c836a8cf0c55409c2befe67fac965c,implementation,59,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/test_insurance.py,af7f9d8f4bb4524ca322939097a4c7a3f8321171,implementation,85,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/test_rebuy_receipts.py,34c9245ebb1080ec819861c6e6726ba5974804bb,implementation,85,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/test_satellite.py,2832c80a36ace5551a04c805e8d7eed1d2356310,implementation,77,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/test_satellite_split.py,3eefaf54927c22a171db89426f26b09270941459,implementation,75,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/test_sql_function_parser.py,be055c676895c902236843fbc89c23fbc8afc036,implementation,124,0,1,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/test_tickets.py,33b1803bceeb6f8f8eeb7a4592be7379230c026a,implementation,105,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/test_transaction_concurrency.mjs,3af37af06e8a48fe4146aab3e8908ffebb231e2b,implementation,74,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/test_union_periods.py,4f992438589ac6d6e74694699c95a900323e02db,implementation,96,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/ticket-fixture.sql,4f3f71e24d578e545bb0f1f9f1565789ab67975a,implementation,10,0,0,,inventory_only_not_audited
scripts/ci/probes/chip-journal-atomicity/union-fixture.sql,f6eefdd45637577c9be4607e2a2842915710f408,implementation,16,0,0,,inventory_only_not_audited
scripts/ci/probes/guarantee-funding-bank.sql,2c875b2bea867c7d06654728afd61ec0ee66e3dc,implementation,59,0,1,,inventory_only_not_audited
scripts/ci/probes/guarantee-funding-scope.sql,3bf1cbde31422f3c3855db9dbabb34909420a331,implementation,39,0,1,,inventory_only_not_audited
scripts/ci/probes/guarantee-overlay-atomicity.sql,fb13d3bba9d95e7d78de2c964f07569b2fd85c66,implementation,63,0,0,,inventory_only_not_audited
scripts/ci/probes/paid-obligation-owner-before-amount.sql,8066e925f389e0eba8d46df0ab06d37a3d4a8812,implementation,44,0,0,,inventory_only_not_audited
scripts/ci/probes/reconciliation-actual-settlement.sql,36a3467c00f8e5163b07532688754e166f768766,implementation,38,0,0,,inventory_only_not_audited
scripts/ci/probes/satellite-seat-replay.sql,cc41b0b456ae0be125da369c8d6388f208dd428e,implementation,53,0,0,,inventory_only_not_audited
scripts/ci/probes/spin-cancel-aggregate-fee.sql,727697292aa2a9635f8521785cbef0e03a6a0850,implementation,56,0,0,,inventory_only_not_audited
scripts/ci/probes/spin-cancel-both-fee-writers.sql,5b93a3d98698030a11c4a94cc36d9a735bf09ee3,implementation,62,0,0,,inventory_only_not_audited
scripts/ci/probes/spin-cancel-reserve-owner.sql,87c70dae5e3ee3fd8d84841d1952da753830cbd9,implementation,53,0,0,,inventory_only_not_audited
scripts/ci/probes/tournament-settlement-inputs.sql,0dd4292fcd1e4e1a6892874f91c97c1764732705,implementation,63,0,0,,inventory_only_not_audited
scripts/ci/probes/tournament-settlement-status.sql,6b1e376a702896df51e86cd9bd9c212455bdb0b7,implementation,40,0,1,,inventory_only_not_audited
scripts/ci/probes/union-recipient-shortfalls.sql,e14d7956e99e0f24c61c512ecfea448ce08914e0,implementation,104,0,0,,inventory_only_not_audited
scripts/ci/production-e2e-account.mjs,66381f41f99bd3fb6e6b52f1ff06fb21f322e055,implementation,384,0,13,,inventory_only_not_audited
scripts/ci/prove-engine-version-moved.mjs,ad58ef44f527d7c6dccc0a60dc605f00734e6565,implementation,249,0,7,,inventory_only_not_audited
scripts/ci/provision-ci-box.sh,c0f7df843988ff447d078a759a10c26e1ce86fbb,implementation,313,0,0,,inventory_only_not_audited
scripts/ci/prune-schema-fragments.mjs,d7ffe1818be4399c6046ef86c20b1c139f2db264,implementation,119,0,3,,inventory_only_not_audited
scripts/ci/record-engine-deploy-attempt.mjs,8bb5b915b52daba8c247a1b2b6df013116bc20f7,implementation,57,0,1,,inventory_only_not_audited
scripts/ci/record-engine-deploy-start.mjs,65119dbe31084ae15e14d36316f3bfbaa6293683,implementation,41,0,1,,inventory_only_not_audited
scripts/ci/remove-world-hub-bypass.mjs,f0c1d8e0876c7b8b13ca01d7746608f59822d579,implementation,160,0,0,,inventory_only_not_audited
scripts/ci/report-orphan-modules.mjs,b085ef1edf91ba622733f31756bb62bba322c415,implementation,162,0,1,,inventory_only_not_audited
scripts/ci/report-source-grep-tests.mjs,697fbc42c1e92932903dc92cfc48fcd8457e9906,implementation,279,0,4,,inventory_only_not_audited
scripts/ci/route-performance.mjs,7f4d4f9685ea4b939ecd3b120b320ad56c5ecf58,implementation,137,0,0,,inventory_only_not_audited
scripts/ci/schema-manifest.mjs,28ccc40fb7136acfe0a3d7cb22dddd16eee73a8a,implementation,138,0,5,,inventory_only_not_audited
scripts/ci/setup-selfhosted-runner.sh,7e56eeb0f070ed345e3018b1b2d058484071482e,implementation,74,0,0,,inventory_only_not_audited
scripts/ci/supabase-auth-headers.mjs,f63f6c630a22c13d78918d5f9481de84190e4340,implementation,40,0,1,,inventory_only_not_audited
scripts/ci/triage-open-prs.mjs,2b0bae0e1be62bb3d44661cfbae4d2a7fed5811a,implementation,316,0,7,,inventory_only_not_audited
scripts/commit-step2.sh,45c509126848da423a7d338f28782f62527bd65d,implementation,20,0,0,,inventory_only_not_audited
scripts/create_clean_svg.py,1a990716fc4bdc15f91fcd5c602e2f033028a76b,implementation,217,0,0,,inventory_only_not_audited
scripts/create_final_svg.py,a999cdc15cb50e8e7886231e569fbadc5e06652b,implementation,228,0,0,,inventory_only_not_audited
scripts/dev-freshness-check.mjs,7a7d77ed48b3a9ffef9540dd1f06b1ea8c35bd8c,implementation,116,0,0,,inventory_only_not_audited
scripts/dev/build-throwable-artwork.mjs,20ee0d3eb3509f8370764d44d8c7aafca06683e8,implementation,38,0,0,,inventory_only_not_audited
scripts/dev/build-throwable-stills.mjs,587d85158795185e0e91bf1c79de76ad376b6597,implementation,47,0,0,,inventory_only_not_audited
scripts/dev/club-entry-db-harness.sql,4d7dc16904a0ded5c02008e1dcee52c1e70d2463,implementation,94,0,0,,inventory_only_not_audited
scripts/dev/club-entry-preview.tsx,795ec3cb52ed5acdf1582d560617051e54c49c4f,implementation,14,0,0,,inventory_only_not_audited
scripts/dev/encode-throwable-artwork.mjs,6f92eb7a3e8b733666e6fcfb9b8e8881f6cb76b0,implementation,55,0,0,,inventory_only_not_audited
scripts/dev/export-applied-migrations.sh,0f4d6311d55c5c7ee16bf84988e007c4d2280647,implementation,24,0,0,,inventory_only_not_audited
scripts/dev/fixtures/post-commit-obligations-pg17-bootstrap.sql,9d0ae0506acef94de05e6b05ac4b12e05e0e9e72,implementation,337,0,0,,inventory_only_not_audited
scripts/dev/fixtures/tournament-manager-fencing-pg17-bootstrap.sql,d33146c6df532158616d25f890366ea0e8d924f1,implementation,808,0,1,,inventory_only_not_audited
scripts/dev/gen-bbj-seed.mjs,f5fd58af96e6885381dcf5c70079f0802dc77952,implementation,779,0,8,,inventory_only_not_audited
scripts/dev/lobby-card-shot.tsx,94abb097886fdbbb479c44e7e5f402170dea94fd,implementation,425,0,1,,inventory_only_not_audited
scripts/dev/lobby375.config.ts,c6551f5e6c9b4fd6ea52aba227f6570187defd50,implementation,42,0,0,,inventory_only_not_audited
scripts/dev/maintenance-week-report.sh,3b5123db3b1ad2d98550a94b32b6420dfd0efd11,implementation,40,0,0,,inventory_only_not_audited
scripts/dev/measure-felt.mjs,43792b90e5b57113f1a336d685a90490c9c81f79,implementation,80,0,0,,inventory_only_not_audited
scripts/dev/measure-rit-panel.mjs,1f9981a2ac653af82ec84c7d7b0b6a63510ed717,implementation,130,0,0,,inventory_only_not_audited
scripts/dev/money-conservation.sql,b15d50ff42109fb66a24014de56017b692109fba,implementation,173,0,0,,inventory_only_not_audited
scripts/dev/pr-supersession-scan.py,fbc500ee866067131000577c713490e194d39211,implementation,97,0,0,,inventory_only_not_audited
scripts/dev/preview-seat-knockout.mjs,8fa56b7439e3760daab8dc48afa6151885bd0125,implementation,792,0,21,,inventory_only_not_audited
scripts/dev/preview-throwable.mjs,4eee3f5616d9166f22aad5d0f3ca99dbb7ee5f77,implementation,431,0,7,,inventory_only_not_audited
scripts/dev/probe-cash-games.sql,062c4658f71686ef8cac6d6e86ce38fba07f3826,implementation,249,0,0,,inventory_only_not_audited
scripts/dev/probe-chip-continuity.sql,26f00c1f43d0d28e12714c766a5a456cc1bd4ca9,implementation,209,0,1,,inventory_only_not_audited
scripts/dev/probe-cluster-boards.sh,de6fee284eda22d302e5b66f6052006aaaf24e23,implementation,77,0,0,,inventory_only_not_audited
scripts/dev/probe-cluster-boards.sql,e3b89f24d74604acebf8e4577e1a6b0e63dd017a,implementation,530,0,0,,inventory_only_not_audited
scripts/dev/probe-cluster-controller.sql,c8bdb3cd1e9d702d299b890a8ad0a3a7b5b1a57f,implementation,229,0,0,,inventory_only_not_audited
